annotator,ranges,tokens,label,id,positive_words,neutral_words,negative_words
D,"[[1638, 1653]]",não instantâneo,Fact,15858,0,1,0
A,"[[1575, 1631]]",as alternativas sem combustão não estão isentas de risco,Value,15859,0,2,0
A,"[[1723, 1835]]",as alternativas sem combustão são claramente melhores do que os cigarros convencionais para os fumadores adultos,Value,15860,2,4,0
A,"[[2116, 2182]]",se a retirarmos há uma redução significativa dos elementos tóxicos,Value,15861,1,0,1
A,"[[2070, 2108]]",o principal problema está na combustão,Value,15862,0,1,0
A,"[[2915, 3027]]","A atividade a que nos dedicamos utiliza, como muitas outras, água na manufatura dos produtos que comercializamos",Value,15863,0,0,0
A,"[[3036, 3071]]",em menor grau que outras indústrias,Value,15864,0,1,0
A,"[[4082, 4221]]","A ambição neste sentido deve ser sempre atingir melhores resultados em termos de eficiência, conservação, reutilização e reciclagem da água",Value,15865,2,1,1
A,"[[4223, 4330]]",Procurar a certificação ambiental é por isso um objetivo que ultrapassa e muito a vontade de reconhecimento,Value,15866,1,1,0
B,"[[184, 261]]",a rápida transformação da realidade e dos contextos de negócio em que vivemos,Value,15867,1,0,0
B,"[[262, 315]]",colocam às organizações a necessidade de se adaptarem,Value,15868,0,0,0
B,"[[320, 357]]",existe certamente esperança no futuro,Value(+),15869,0,1,0
B,"[[359, 447]]",esse sentimento é também acompanhado por muita incerteza e um sentido global de urgência,Value(-),15870,0,2,1
B,"[[457, 600]]","a mudar as expectativas da sociedade face às empresas, enquanto responsáveis também pelo desenvolvimento sustentável do ambiente em que vivemos",Value,15871,1,0,1
B,"[[617, 703]]",assumirmos o planeta e os recursos naturais como partes integrantes da nossa atividade,Value,15872,1,1,0
B,"[[705, 771]]",ajustando-a à sua proteção no presente e de olhos postos no futuro,Policy,15873,0,3,0
B,"[[917, 963]]",não é nenhum segredo que os cigarros fazem mal,Fact,15874,0,0,0
B,"[[980, 1133]]",se quisermos que uma empresa cuja atividade principal assenta na produção e comercialização de produtos de tabaco tenha o maior impacto positivo possível,Value,15875,1,3,1
B,"[[1135, 1175]]",o nosso modelo de negócio tem de evoluir,Policy,15876,1,0,0
B,"[[1575, 1631]]",as alternativas sem combustão não estão isentas de risco,Value(-),15877,0,2,0
B,"[[1635, 1717]]",quem não quer correr riscos deve deixar de consumir produtos de tabaco ou nicotina,Policy,15878,0,1,2
B,"[[1723, 1835]]",as alternativas sem combustão são claramente melhores do que os cigarros convencionais para os fumadores adultos,Value(+),15879,2,4,0
B,"[[1917, 1993]]",faz todo o sentido ter alternativas com o potencial de redução da nocividade,Value(+),15880,1,2,1
B,"[[1855, 1915]]",a prevalência de muitos milhões de fumadores em todo o mundo,Fact,15881,1,1,0
B,"[[2802, 2912]]","cuidar dos oceanos e dos recursos marítimos e hídricos é uma responsabilidade de todos, incluindo das empresas",Value,15882,1,0,0
B,"[[2780, 2800]]",muitos possam pensar,Value,15883,1,0,0
B,"[[2915, 3071]]","A atividade a que nos dedicamos utiliza, como muitas outras, água na manufatura dos produtos que comercializamos, embora em menor grau que outras indústrias",Fact,15884,0,1,0
B,"[[3078, 3167]]","não significa, no entanto, que o nosso papel na proteção dos recursos hídricos seja menor",Value,15885,0,1,0
B,"[[3275, 3369]]","é preciso agir como bons administradores da água, devolvendo-a à natureza tal como a recebemos",Policy,15886,4,0,0
B,"[[3484, 3656]]","utilização da água de forma sustentável, tendo em conta também a bacia hidrográfica local e as necessidades da comunidade em redor, sem comprometer a excelência operacional",Policy,15887,0,2,1
B,"[[3658, 3704]]",não esquecendo a proteção do mar e dos oceanos,Policy,15888,0,0,0
B,"[[3706, 3927]]",sensibilizando também o público em geral e os utilizadores dos nossos produtos em particular do papel e responsabilidade que todos temos através da partilha de boas práticas ambientais e de uma ação conjunta neste domínio,Policy,15889,2,4,1
B,"[[3942, 4079]]",realçando a importância do papel que podem desempenhar na proteção dos oceanos ao descartarem os filtros em locais de recolha apropriados,Policy,15890,1,2,0
B,"[[4082, 4221]]","A ambição neste sentido deve ser sempre atingir melhores resultados em termos de eficiência, conservação, reutilização e reciclagem da água",Policy,15891,2,1,1
B,"[[4223, 4369]]","Procurar a certificação ambiental é por isso um objetivo que ultrapassa e muito a vontade de reconhecimento, sendo na verdade uma responsabilidade",Value,15892,1,1,0
D,"[[617, 771]]","assumirmos o planeta e os recursos naturais como partes integrantes da nossa atividade, ajustando-a à sua proteção no presente e de olhos postos no futuro",Policy,15893,1,4,0
D,"[[317, 447]]","Se existe certamente esperança no futuro, esse sentimento é também acompanhado por muita incerteza e um sentido global de urgência",Value,15894,0,3,1
D,"[[1635, 1717]]",quem não quer correr riscos deve deixar de consumir produtos de tabaco ou nicotina,Policy,15895,0,1,2
D,"[[1575, 1631]]",as alternativas sem combustão não estão isentas de risco,Fact,15896,0,2,0
D,"[[1723, 1835]]",as alternativas sem combustão são claramente melhores do que os cigarros convencionais para os fumadores adultos,Fact,15897,2,4,0
D,"[[1838, 1993]]","Se considerarmos a prevalência de muitos milhões de fumadores em todo o mundo, faz todo o sentido ter alternativas com o potencial de redução da nocividade",Value(+),15898,2,3,1
D,"[[2000, 2108]]",há uma série de entidades científicas independentes que confirmam que o principal problema está na combustão,Fact,15899,0,2,0
D,"[[2116, 2182]]",se a retirarmos há uma redução significativa dos elementos tóxicos,Fact,15900,1,0,1
D,"[[3073, 3091], [3105, 3167]]",Isso não significa que o nosso papel na proteção dos recursos hídricos seja menor,Value,15901,0,1,0
D,"[[2915, 3027]]","A atividade a que nos dedicamos utiliza, como muitas outras, água na manufatura dos produtos que comercializamos",Fact,15902,0,0,0
D,"[[3036, 3071]]",em menor grau que outras indústrias,Value(+),15903,0,1,0
D,"[[3170, 3273]]",Uma atitude responsável face ao uso sustentável da água não se reduz a medidas que assentem na poupança,Value,15904,1,0,0
D,"[[3275, 3369]]","é preciso agir como bons administradores da água, devolvendo-a à natureza tal como a recebemos",Value(-),15905,4,0,0
D,"[[4223, 4330]]",Procurar a certificação ambiental é por isso um objetivo que ultrapassa e muito a vontade de reconhecimento,Value(+),15906,1,1,0
D,"[[4082, 4221]]","A ambição neste sentido deve ser sempre atingir melhores resultados em termos de eficiência, conservação, reutilização e reciclagem da água",Value(+),15907,2,1,1
D,"[[4332, 4369]]",sendo na verdade uma responsabilidade,Value,15908,0,0,0
D,"[[4371, 4499]]",um objetivo tão valioso e importante como qualquer outra certificação de qualidade no que ao produto comercializado diz respeito,Value(+),15909,2,0,0
B,"[[77, 111]]",Por uma lei desfasada da realidade,Value(-),15910,0,0,0
B,"[[112, 187]]",não é permitido fazer campanha nas 24 horas anteriores à abertura das urnas,Fact,15911,0,2,0
B,"[[210, 278]]",Também não é permitido que os jornais noticiem sobre as candidaturas,Fact,15912,0,0,0
B,"[[301, 388]]",tem pouca aderência ao que é hoje a velocidade e consequente imediatismo da comunicação,Value,15913,1,0,0
B,"[[401, 477]]",entra em contradição com as mudanças introduzidas (e bem) no voto antecipado,Value,15914,0,0,0
B,"[[189, 208]]",é o dia da reflexão,Value,15915,0,0,0
B,"[[1569, 1658]]",são escolhidos porque aí há apoio do aparelho partidário ou núcleos de militantes activos,Value,15916,3,1,0
B,"[[1660, 1700]]","São, no fundo, lugares seguros à partida",Value,15917,2,0,1
B,"[[1717, 1915]]","será hoje praticamente impossível repetir-se a mítica situação vivida por Mário Soares em 1985, na campanha da primeira volta das presidenciais, quando foi agredido na então comunista Marinha Grande",Value,15918,3,3,1
B,"[[1988, 2043]]",As próprias caravanas eleitorais evoluíram na encenação,Value,15919,0,1,0
B,"[[2050, 2156]]",é agora destinada a proporcionar momentos televisivos cheios de moldura humana e entusiasmo na candidatura,Value,15920,2,3,0
B,"[[2195, 2331]]","grupos de jovens do partido e de militantes e simpatizantes que cercam os candidatos nas arruadas, em feiras, nos encontros, em comícios",Value,15921,1,1,1
B,"[[2333, 2454]]","Os cabeças de lista distribuem beijinhos, apertam mãos, dão abraços e fingem que têm conversas com os que vão encontrando",Value(-),15922,0,1,1
B,"[[1918, 1986]]",Os cenários de campanha não são apenas seguros pela escolha do local,Value,15923,2,1,0
B,"[[2971, 3071]]",raras são as pessoas que não estão lá precisamente para apoiar o candidato e o conhecer pessoalmente,Value,15924,4,0,0
B,"[[3073, 3126]]",O voto está garantido mesmo antes de o evento começar,Value,15925,1,2,0
C,"[[112, 187]]",não é permitido fazer campanha nas 24 horas anteriores à abertura das urnas,Fact,15926,0,2,0
C,"[[81, 111]]",uma lei desfasada da realidade,Value(-),15927,0,0,0
C,"[[189, 208]]",é o dia da reflexão,Fact,15928,0,0,0
C,"[[1143, 1301]]",As campanhas continuam a ser organizadas em Portugal dentro da mesma lógica que o eram há mais de quarenta anos quando a democracia foi instaurada em Portugal,Value,15929,2,2,0
C,"[[1303, 1486]]","Percorrem o país — a um ritmo absurdo e multiplicando acções para as quais quase não chegam as horas de um dia —, indo aos lugares previamente escolhidos pelas direcções das campanhas",Value(-),15930,0,1,1
C,"[[1591, 1658]]",aí há apoio do aparelho partidário ou núcleos de militantes activos,Value,15931,2,0,0
C,"[[1660, 1700]]","São, no fundo, lugares seguros à partida",Value,15932,2,0,1
C,"[[1717, 1915]]","será hoje praticamente impossível repetir-se a mítica situação vivida por Mário Soares em 1985, na campanha da primeira volta das presidenciais, quando foi agredido na então comunista Marinha Grande",Value,15933,3,3,1
C,"[[1988, 2043]]",As próprias caravanas eleitorais evoluíram na encenação,Value,15934,0,1,0
C,"[[2045, 2331]]","Esta é agora destinada a proporcionar momentos televisivos cheios de moldura humana e entusiasmo na candidatura, a qual é quase sempre assegurada por grupos de jovens do partido e de militantes e simpatizantes que cercam os candidatos nas arruadas, em feiras, nos encontros, em comícios",Value,15935,4,4,1
C,"[[3073, 3126]]",O voto está garantido mesmo antes de o evento começar,Value,15936,1,2,0
C,"[[2925, 3071]]",Quem já viu estas acções ao vivo sabe bem que raras são as pessoas que não estão lá precisamente para apoiar o candidato e o conhecer pessoalmente,Value,15937,6,0,0
D,"[[189, 208]]",é o dia da reflexão,Value,15938,0,0,0
D,"[[77, 187]]",Por uma lei desfasada da realidade não é permitido fazer campanha nas 24 horas anteriores à abertura das urnas,Fact,15939,0,2,0
D,"[[823, 858], [885, 932]]","Levámos 15 dias — a bem dizer, mais a ver caravanas eleitorais a percorrerem o país",Value,15940,1,1,0
D,"[[865, 882]]",há a pré-campanha,Fact,15941,0,0,0
D,"[[1660, 1700]]","São, no fundo, lugares seguros à partida",Value,15942,2,0,1
D,"[[1717, 1915]]","será hoje praticamente impossível repetir-se a mítica situação vivida por Mário Soares em 1985, na campanha da primeira volta das presidenciais, quando foi agredido na então comunista Marinha Grande",Value,15943,3,3,1
D,"[[1591, 1658]]",aí há apoio do aparelho partidário ou núcleos de militantes activos,Fact,15944,2,0,0
D,"[[1918, 1986]]",Os cenários de campanha não são apenas seguros pela escolha do local,Value,15945,2,1,0
D,"[[1988, 2043]]",As próprias caravanas eleitorais evoluíram na encenação,Value,15946,0,1,0
D,"[[2045, 2331]]","Esta é agora destinada a proporcionar momentos televisivos cheios de moldura humana e entusiasmo na candidatura, a qual é quase sempre assegurada por grupos de jovens do partido e de militantes e simpatizantes que cercam os candidatos nas arruadas, em feiras, nos encontros, em comícios",Fact,15947,4,4,1
D,"[[3073, 3126]]",O voto está garantido mesmo antes de o evento começar,Value,15948,1,2,0
D,"[[2925, 3071]]",Quem já viu estas acções ao vivo sabe bem que raras são as pessoas que não estão lá precisamente para apoiar o candidato e o conhecer pessoalmente,Fact,15949,6,0,0
B,"[[7, 78]]",tenha havido muita gente cheia de vontade de festejar na noite de ontem,Value,15950,1,1,0
B,"[[96, 139]]",a única vitória extraordinária foi a do PAN,Value(+),15951,1,1,0
B,"[[141, 185]]",Todos os restantes foguetes foram exagerados,Value,15952,0,0,1
B,"[[192, 230]]",o PS ficou a mais de dez pontos do PSD,Fact,15953,0,0,0
B,"[[236, 278]]",uma votação de 34% não impressiona ninguém,Value(-),15954,0,0,0
B,"[[339, 352], [393, 429]]",Pedro Marques foi efectivamente um erro de casting,Value(-),15955,0,0,0
B,"[[358, 391]]",mostrou ter o carisma de um cacto,Value(-),15956,0,1,0
B,"[[452, 500]]",o Bloco de Esquerda dobrou a sua votação de 2014,Fact,15957,0,1,0
B,"[[608, 679]]","ficou abaixo dos resultados nas últimas legislativas, onde obteve 10,2%",Fact,15958,0,1,0
B,"[[682, 731]]",Este domingo não foi a noite das grandes vitórias,Value,15959,0,1,0
B,"[[733, 765]]",Foi a noite das grandes derrotas,Value,15960,0,1,0
B,"[[779, 796]]",foram gigantescas,Value,15961,0,1,0
B,"[[800, 810]]",houve três,Value,15962,0,0,0
B,"[[812, 834]]",Uma delas foi a do PCP,Fact,15963,0,0,0
B,"[[838, 954]]",não terá sido por acaso que João Ferreira decidiu fazer o seu discurso antes de se conhecerem os resultados oficiais,Value,15964,0,2,0
B,"[[956, 1038]]","A CDU teve o pior resultado da sua história eleitoral, o que é especialmente grave",Value(-),15965,0,0,2
B,"[[1054, 1096]]",a enorme desilusão das últimas autárquicas,Value(-),15966,0,2,0
B,"[[1098, 1135]]",Os comunistas queixaram-se do árbitro,Value,15967,0,1,0
B,"[[1137, 1205]]",a comunicação social não deu à candidatura a atenção que ela merecia,Value(-),15968,0,1,0
B,"[[1208, 1268]]",promoveu “campanhas difamatórias” que prejudicaram o partido,Value(-),15969,0,0,2
B,"[[1272, 1292]]",do estado do relvado,Value,15970,0,0,0
B,"[[1294, 1346]]",o contexto actual não é o mesmo dos tempos da troika,Value,15971,0,1,0
B,"[[1353, 1398]]",eles sabem que o problema é bem mais profundo,Value,15972,0,1,0
B,"[[1563, 1595]]",Outro grande derrotado foi o CDS,Value,15973,0,1,1
B,"[[1602, 1670]]",resultado acaba de vez com as ambições políticas de Assunção Cristas,Value,15974,0,1,0
B,"[[1674, 1718]]",pode pôr em causa a sua liderança em Outubro,Value,15975,0,1,0
B,"[[1724, 1772]]",o maior derrotado da noite terá mesmo sido o PSD,Value,15976,0,2,1
B,"[[2059, 2118]]",Um resultado na casa dos 22% é mau de mais para ser verdade,Value(-),15977,1,0,1
B,"[[1774, 1822]]","O resultado é péssimo para Rui Rio, como é óbvio",Value(-),15978,0,1,1
B,"[[1824, 1924]]","dizer que “subiu, mas pouco”, em relação aos 27,7% da coligação com o CDS em 2014 é a piada da noite",Value(-),15979,0,1,1
B,"[[1934, 1980]]",o resultado é também péssimo para Paulo Rangel,Value(-),15980,0,0,1
B,"[[1986, 2057]]",estava convencido que podia valer mais do que Rio em eleições nacionais,Value,15981,1,2,0
B,"[[2280, 2306]]",Com quase 70% de abstenção,Fact,15982,0,0,0
B,"[[2307, 2395]]",será sempre um bocadinho atrevido tirar conclusões demasiado firmes para as legislativas,Value,15983,1,2,0
B,"[[2402, 2486]]",tudo indica que as próximas eleições terão perto do dobro dos votantes deste domingo,Value,15984,0,1,0
B,"[[2492, 2567]]",isto já é certo: a direita tem pela frente mais quatro anos de infelicidade,Value,15985,1,1,0
B,"[[2571, 2643]]",António Costa tem cada vez mais Joões Ratões para casar com a carochinha,Value,15986,1,0,0
B,"[[2645, 2678]]",o PAN acabou de entrar na corrida,Value,15987,0,0,2
B,"[[2748, 2786]]",São tantas as alternativas disponíveis,Value,15988,2,1,0
B,"[[2792, 2818]]",mais vale Costa aproveitar,Policy,15989,0,1,0
B,"[[2820, 2876]]",nada é tão divertido como a vida de um solteiro cobiçado,Value(+),15990,1,3,0
B,"[[2681, 2746]]","Em Outubro, eu aposto cada vez mais num Governo minoritário do PS",Value,15991,1,0,0
C,"[[96, 139]]",a única vitória extraordinária foi a do PAN,Value(+),15992,1,1,0
C,"[[20, 78]]",muita gente cheia de vontade de festejar na noite de ontem,Value,15993,1,1,0
C,"[[141, 185]]",Todos os restantes foguetes foram exagerados,Value(-),15994,0,0,1
C,"[[339, 429]]","Pedro Marques, que mostrou ter o carisma de um cacto, foi efectivamente um erro de casting",Value(-),15995,0,1,0
C,"[[452, 500]]",o Bloco de Esquerda dobrou a sua votação de 2014,Fact,15996,0,1,0
C,"[[608, 660]]",ficou abaixo dos resultados nas últimas legislativas,Fact,15997,0,1,0
C,"[[192, 230]]",o PS ficou a mais de dez pontos do PSD,Fact,15998,0,0,0
C,"[[236, 325]]",uma votação de 34% não impressiona ninguém (é dois pontos acima do “poucochinho” de 2014),Value(-),15999,0,0,0
C,"[[733, 765]]",Foi a noite das grandes derrotas,Value(-),16000,0,1,0
C,"[[767, 810]]","Essas, sim, foram gigantescas, e houve três",Value(-),16001,0,1,0
C,"[[812, 834]]",Uma delas foi a do PCP,Value,16002,0,0,0
C,"[[956, 1096]]","A CDU teve o pior resultado da sua história eleitoral, o que é especialmente grave tendo em conta a enorme desilusão das últimas autárquicas",Value(-),16003,0,2,2
C,"[[1724, 1772]]",o maior derrotado da noite terá mesmo sido o PSD,Value(-),16004,0,2,1
C,"[[2059, 2118]]",Um resultado na casa dos 22% é mau de mais para ser verdade,Value(-),16005,1,0,1
C,"[[2307, 2395]]",será sempre um bocadinho atrevido tirar conclusões demasiado firmes para as legislativas,Value,16006,1,2,0
C,"[[2402, 2486]]",tudo indica que as próximas eleições terão perto do dobro dos votantes deste domingo,Value,16007,0,1,0
C,"[[2290, 2306]]",70% de abstenção,Fact,16008,0,0,0
D,"[[96, 139]]",a única vitória extraordinária foi a do PAN,Value(+),16009,1,1,0
D,"[[7, 78]]",tenha havido muita gente cheia de vontade de festejar na noite de ontem,Fact,16010,1,1,0
D,"[[452, 585]]","o Bloco de Esquerda dobrou a sua votação de 2014, o que é óptimo e premeia o bom desempenho de Marisa Matias (que merece o resultado)",Value(+),16011,2,1,1
D,"[[608, 679]]","ficou abaixo dos resultados nas últimas legislativas, onde obteve 10,2%",Fact,16012,0,1,0
D,"[[1563, 1718]]","Outro grande derrotado foi o CDS, cujo resultado acaba de vez com as ambições políticas de Assunção Cristas, e pode pôr em causa a sua liderança em Outubro",Value,16013,0,3,1
D,"[[1724, 1772]]",o maior derrotado da noite terá mesmo sido o PSD,Value(-),16014,0,2,1
D,"[[1774, 1925]]","O resultado é péssimo para Rui Rio, como é óbvio (dizer que “subiu, mas pouco”, em relação aos 27,7% da coligação com o CDS em 2014 é a piada da noite)",Value(-),16015,0,2,2
D,"[[2280, 2395]]",Com quase 70% de abstenção será sempre um bocadinho atrevido tirar conclusões demasiado firmes para as legislativas,Value,16016,1,2,0
D,"[[2402, 2486]]",tudo indica que as próximas eleições terão perto do dobro dos votantes deste domingo,Value,16017,0,1,0
D,"[[2492, 2567]]",isto já é certo: a direita tem pela frente mais quatro anos de infelicidade,Fact,16018,1,1,0
A,"[[385, 404]]",Satisfação primeiro,Value(+),16019,0,1,0
A,"[[413, 445]]",conseguimos vitórias importantes,Value,16020,1,0,0
A,"[[447, 552]]","Os denunciantes, que defendem o interesse geral sob risco de vida, contarão agora com a proteção europeia",Fact,16021,0,2,0
A,"[[999, 1120]]","A partir de agora, eles terão a obrigação de transmitir às autoridades os planos que elaborarem em nome dos seus clientes",Fact,16022,0,2,1
A,"[[554, 791]]","A criminalidade financeira será melhor combatida por meio da criação de uma Procuradoria Europeia para coordenar as investigações transfronteiriças, como por exemplo a da fraude ao IVA, que custa 150 mil milhões de euros por ano à Europa",Value,16023,1,4,0
A,"[[821, 997]]",o facto de a União Europeia ter finalmente reconhecido o papel central desempenhado pelos intermediários – como os bancos e os advogados fiscais – na indústria da evasão fiscal,Value,16024,1,6,0
A,"[[2210, 2231]]",Sinto também amargura,Value(-),16025,0,0,1
A,"[[2252, 2274]]",ainda há muito a fazer,Value,16026,0,1,0
A,"[[2360, 2399]]",elas nem sempre são traduzidas em ações,Value,16027,1,0,0
A,"[[2286, 2358]]",as nossas ideias em matéria de justiça fiscal tenham ganho muito terreno,Value,16028,0,2,0
A,"[[2401, 2505]]",A proposta de transparência para as multinacionais continua bloqueada pelos governos dos Estados-membros,Fact,16029,0,0,1
A,"[[2507, 2636]]",mesmo sendo um direito nosso verificar se estas empresas estão a pagar os seus impostos onde efetivamente exercem a sua atividade,Value,16030,0,3,2
A,"[[2654, 2868]]","lamento que a Europa ainda não tenha adotado a tributação unitária das multinacionais, tratando-as como uma entidade única – que é o que são na realidade – e não como uma miríade de filiais declaradas independentes",Value(-),16031,1,4,1
A,"[[2870, 3012]]","Isto poria fim ao truque que permite que as empresas declarem os seus lucros onde quiserem, com o único objetivo de quase não pagarem impostos",Value,16032,0,1,1
A,"[[3959, 4065]]",o Parlamento Europeu se ter pronunciado muito amplamente a favor da tributação unitária das multinacionais,Fact,16033,1,4,0
A,"[[4067, 4123]]",os governos estão relutantes em dar esse passo em frente,Fact,16034,0,0,3
A,"[[1148, 1186]]",sucessivas revelações dos denunciantes,Fact,16035,0,0,0
A,"[[1188, 1249]]",os europeus puderam tomar consciência da dimensão do fenómeno,Value,16036,0,2,0
A,"[[3705, 3842]]","Se nada mudar, a empresa evitará pagar 625 milhões de euros até 2030 ao Bangladesh, Indonésia, Quénia, Guiana, Brasil e Trindade e Tobago",Fact,16037,0,1,2
A,"[[3844, 3946]]","Sem transparência e tributação unitária, as multinacionais poderão continuar a pilhar os países do Sul",Value,16038,1,2,0
A,"[[3560, 3703]]","a gigante do tabaco British American Tobacco declarou artificialmente parte dos seus lucros numa filial britânica, onde está isenta de impostos",Fact,16039,0,3,1
C,"[[1188, 1249]]",os europeus puderam tomar consciência da dimensão do fenómeno,Value,16040,0,2,0
C,"[[1148, 1186]]",sucessivas revelações dos denunciantes,Value,16041,0,0,0
C,"[[2401, 2505]]",A proposta de transparência para as multinacionais continua bloqueada pelos governos dos Estados-membros,Value(-),16042,0,0,1
C,"[[2519, 2636]]",um direito nosso verificar se estas empresas estão a pagar os seus impostos onde efetivamente exercem a sua atividade,Fact,16043,0,2,2
C,"[[2252, 2274]]",ainda há muito a fazer,Value,16044,0,1,0
C,"[[2286, 2358]]",as nossas ideias em matéria de justiça fiscal tenham ganho muito terreno,Value(+),16045,0,2,0
C,"[[2360, 2399]]",elas nem sempre são traduzidas em ações,Value,16046,1,0,0
C,"[[4067, 4123]]",os governos estão relutantes em dar esse passo em frente,Value,16047,0,0,3
C,"[[3959, 4065]]",o Parlamento Europeu se ter pronunciado muito amplamente a favor da tributação unitária das multinacionais,Value,16048,1,4,0
C,"[[3705, 3842]]","Se nada mudar, a empresa evitará pagar 625 milhões de euros até 2030 ao Bangladesh, Indonésia, Quénia, Guiana, Brasil e Trindade e Tobago",Value,16049,0,1,2
C,"[[3844, 3946]]","Sem transparência e tributação unitária, as multinacionais poderão continuar a pilhar os países do Sul",Value(-),16050,1,2,0
C,"[[4595, 4645]]",o voto da maioria dos países da União é suficiente,Value,16051,0,1,0
C,"[[4647, 4704]]",A Europa tem os meios para fazer avançar a justiça fiscal,Value,16052,0,4,0
C,"[[4706, 4719]]",vamos usá-los,Policy,16053,0,0,0
C,"[[4721, 4825]]","Após anos de silêncio, até a OCDE reconheceu a necessidade de uma reforma do imposto sobre as sociedades",Value,16054,0,0,1
C,"[[4827, 4865]]",A Europa tem hoje de liderar o caminho,Policy,16055,1,0,0
C,"[[5150, 5163]]",Vamos criá-la,Policy,16056,0,0,0
C,"[[5100, 5148]]",A Europa da justiça fiscal está ao nosso alcance,Value(+),16057,0,1,0
D,"[[385, 404]]",Satisfação primeiro,Value(+),16058,0,1,0
D,"[[413, 445]]",conseguimos vitórias importantes,Fact,16059,1,0,0
D,"[[793, 816]]",Também fico muito feliz,Value(+),16060,1,0,0
D,"[[832, 997]]",a União Europeia ter finalmente reconhecido o papel central desempenhado pelos intermediários – como os bancos e os advogados fiscais – na indústria da evasão fiscal,Fact,16061,1,6,0
D,"[[2210, 2231]]",Sinto também amargura,Value(-),16062,0,0,1
D,"[[2252, 2274]]",ainda há muito a fazer,Fact,16063,0,1,0
D,"[[2360, 2399]]",elas nem sempre são traduzidas em ações,Value,16064,1,0,0
D,"[[2286, 2358]]",as nossas ideias em matéria de justiça fiscal tenham ganho muito terreno,Fact,16065,0,2,0
D,"[[2401, 2505]]",A proposta de transparência para as multinacionais continua bloqueada pelos governos dos Estados-membros,Value(-),16066,0,0,1
D,"[[2507, 2636]]",mesmo sendo um direito nosso verificar se estas empresas estão a pagar os seus impostos onde efetivamente exercem a sua atividade,Fact,16067,0,3,2
D,"[[2654, 2868]]","lamento que a Europa ainda não tenha adotado a tributação unitária das multinacionais, tratando-as como uma entidade única – que é o que são na realidade – e não como uma miríade de filiais declaradas independentes",Value,16068,1,4,1
D,"[[2870, 3012]]","Isto poria fim ao truque que permite que as empresas declarem os seus lucros onde quiserem, com o único objetivo de quase não pagarem impostos",Fact,16069,0,1,1
D,"[[4067, 4123]]",os governos estão relutantes em dar esse passo em frente,Value,16070,0,0,3
D,"[[3959, 4065]]",o Parlamento Europeu se ter pronunciado muito amplamente a favor da tributação unitária das multinacionais,Fact,16071,1,4,0
D,"[[4134, 4174]]",é apenas uma questão de vontade política,Value,16072,0,1,0
D,"[[4178, 4223]]",o próximo Parlamento terá de continuar a luta,Policy,16073,1,1,0
D,"[[4706, 4719]]",vamos usá-los,Policy,16074,0,0,0
D,"[[4647, 4704]]",A Europa tem os meios para fazer avançar a justiça fiscal,Fact,16075,0,4,0
D,"[[5150, 5163]]",Vamos criá-la,Policy,16076,0,0,0
D,"[[5100, 5148]]",A Europa da justiça fiscal está ao nosso alcance,Value,16077,0,1,0
A,"[[1558, 1689]]","Doenças como o sarampo, que estavam controladas ou mesmo perto de serem eliminadas em diversos países, voltaram a gerar preocupação",Value,16078,1,2,1
A,"[[2017, 2073]]","No ano passado, morreram 136 mil pessoas em todo o mundo",Fact,16079,1,0,1
A,"[[2077, 2138]]",o número de infectados subiu 50% comparado com o ano anterior,Fact,16080,0,2,1
A,"[[1782, 1871]]","no primeiro trimestre de 2019, o número de casos de sarampo aumentou 300% a nível mundial",Fact,16081,0,3,0
A,"[[1879, 1929]]",na América do Norte e América do Sul crescido 700%,Fact,16082,1,0,0
A,"[[1932, 1946]]",na Europa 300%,Fact,16083,0,0,0
A,"[[5142, 5317]]","O Facebook e o YouTube têm sido pressionados a tomar medidas para remover, ou não mostrar/sugerir estes conteúdos aos utilizadores, e algumas alterações foram já implementadas",Fact,16084,0,2,0
A,"[[5319, 5442]]","O Facebook, por exemplo, implementou há já algum um tempo diversas medidas que visam denunciar fake news e conteúdos falsos",Fact,16085,0,2,1
A,"[[5548, 5642]]",O YouTube não remove qualquer conteúdo mesmo que seja falso ou baseado em pressupostos errados,Fact,16086,0,1,2
A,"[[5656, 5790]]",está a desenvolver um conjunto de medidas de forma a mostrar em primeiro lugar conteúdos que sejam de órgãos de comunicação confiáveis,Fact,16087,1,1,3
A,"[[5446, 5546]]",removeu anúncios de movimentos antivacinação ou outros movimentos baseados em teorias da conspiração,Fact,16088,0,0,0
A,"[[3298, 3454]]","A internet tem sido o principal meio de difusão das teorias da conspiração, e do surgimento de movimentos que colocam em causa algumas verdades irrefutáveis",Value,16089,1,2,0
A,"[[3468, 3504]]",os que acreditam que a Terra é plana,Value,16090,0,1,0
A,"[[3506, 3538]]",que o ser humano não pisou a Lua,Value,16091,2,0,0
A,"[[3549, 3706]]","que o rasto branco marcado no céu pelos aviões (chemtrail), é um conjunto de substâncias químicas largados para provocar doenças, ou até para alterar o clima",Value,16092,2,1,2
C,"[[1558, 1689]]","Doenças como o sarampo, que estavam controladas ou mesmo perto de serem eliminadas em diversos países, voltaram a gerar preocupação",Value(-),16093,1,2,1
C,"[[1691, 1946]]","Segundo um relatório da Organização Mundial de Saúde (OMS), divulgado pelas Nações Unidas, no primeiro trimestre de 2019, o número de casos de sarampo aumentou 300% a nível mundial, tendo na América do Norte e América do Sul crescido 700% e na Europa 300%",Value(-),16094,1,5,1
